;deputado_id;deputado_nome;deputado_siglaPartido;Cluster;income;freq
1671;204559;Zé Neto;PT;0;531331-284;0.0
213;73433;Arlindo Chinaglia;PT;0;2275537-117;0.0
1669;204555;José Ricardo;PT;0;531331-284;0.0
97;188097;Merlong Solano;PT;0;2293449-187;0.0
215;73482;Henrique Fontana;PT;0;2275537-117;0.0
219;73701;Benedita da Silva;PT;0;2275537-117;0.0
1799;204370;Célio Moura;PT;0;2166595-59;1.0
224;74160;Patrus Ananias;PT;0;2275537-117;0.0
227;74283;Vicentinho;PT;0;2275537-117;0.0
891;160569;Waldenor Pereira;PT;0;2210757-104;1.0
229;74376;Vander Loubet;PT;0;2275537-117;0.0
239;132504;Enio Verri;PT;0;2275537-117;0.0
893;160575;Erika Kokay;PT;0;2210757-104;1.0
895;160592;Zeca Dirceu;PT;0;2210757-104;1.0
1812;204393;Frei Anastacio Ribeiro;PT;0;2166595-59;1.0
78;178925;Rejane Dias;PT;0;2293449-187;0.0
244;141464;José Airton Félix Cirilo;PT;0;2275537-117;0.0
888;160535;Marcon;PT;0;2210757-104;1.0
1073;74376;Vander Loubet;PT;0;2210757-93;1.0
1485;73701;Benedita da Silva;PT;0;531331-284;0.0
1427;204480;Rogério Correia;PT;0;531331-317;1.0
1209;204467;Professora Rosa Neide;PT;0;2210757-93;1.0
646;74160;Patrus Ananias;PT;0;2165194-130;1.0
462;160508;Afonso Florence;PT;0;2275537-102;0.0
641;73701;Benedita da Silva;PT;0;2165194-130;1.0
466;160535;Marcon;PT;0;2275537-102;0.0
1216;204480;Rogério Correia;PT;0;2210757-93;1.0
467;160556;Padre João;PT;0;2275537-102;0.0
649;74283;Vicentinho;PT;0;2165194-130;1.0
1390;204393;Frei Anastacio Ribeiro;PT;0;531331-317;1.0
471;160575;Erika Kokay;PT;0;2275537-102;0.0
473;160592;Zeca Dirceu;PT;0;2275537-102;0.0
474;160610;Valmir Assunção;PT;0;2275537-102;0.0
1005;204480;Rogério Correia;PT;0;2210757-104;1.0
637;73482;Henrique Fontana;PT;0;2165194-130;1.0
1088;141464;José Airton Félix Cirilo;PT;0;2210757-93;1.0
635;73433;Arlindo Chinaglia;PT;0;2165194-130;1.0
469;160569;Waldenor Pereira;PT;0;2275537-102;0.0
1311;160556;Padre João;PT;0;531331-317;1.0
651;74376;Vander Loubet;PT;0;2165194-130;1.0
1405;204426;Carlos Veras;PT;0;531331-317;1.0
666;141464;José Airton Félix Cirilo;PT;0;2165194-130;1.0
440;74376;Vander Loubet;PT;0;2275537-102;0.0
562;204428;Marília Arraes;PT;0;2275537-102;0.0
661;132504;Enio Verri;PT;0;2165194-130;1.0
1300;141470;José Guimarães;PT;0;531331-317;1.0
1294;132504;Enio Verri;PT;0;531331-317;1.0
1048;209189;Joseildo Ramos;PT;0;2210757-104;1.0
450;132504;Enio Verri;PT;0;2275537-102;0.0
1420;204467;Professora Rosa Neide;PT;0;531331-317;1.0
455;141464;José Airton Félix Cirilo;PT;0;2275537-102;0.0
456;141470;José Guimarães;PT;0;2275537-102;0.0
1194;204426;Carlos Veras;PT;0;2210757-93;1.0
915;178889;Zé Carlos;PT;0;2210757-104;1.0
1071;74283;Vicentinho;PT;0;2210757-93;1.0
1195;204428;Marília Arraes;PT;0;2210757-93;1.0
1310;160535;Marcon;PT;0;531331-317;1.0
1406;204428;Marília Arraes;PT;0;531331-317;1.0
1224;204503;Alexandre Padilha;PT;0;2210757-93;1.0
626;209189;Joseildo Ramos;PT;0;2275537-102;0.0
1313;160569;Waldenor Pereira;PT;0;531331-317;0.0
1377;204370;Célio Moura;PT;0;531331-317;1.0
1270;73482;Henrique Fontana;PT;0;531331-317;1.0
1344;178925;Rejane Dias;PT;0;531331-317;1.0
533;204370;Célio Moura;PT;0;2275537-102;0.0
583;204480;Rogério Correia;PT;0;2275537-102;0.0
1337;178889;Zé Carlos;PT;0;531331-317;1.0
1274;73701;Benedita da Silva;PT;0;531331-317;1.0
1335;178873;Helder Salomão;PT;0;531331-317;1.0
1334;178866;Luizianne Lins;PT;0;531331-317;1.0
576;204467;Professora Rosa Neide;PT;0;2275537-102;0.0
1279;74160;Patrus Ananias;PT;0;531331-317;1.0
1104;160575;Erika Kokay;PT;0;2210757-93;1.0
1282;74283;Vicentinho;PT;0;531331-317;1.0
1328;171617;Paulão;PT;0;531331-317;1.0
1095;160508;Afonso Florence;PT;0;2210757-93;1.0
1284;74376;Vander Loubet;PT;0;531331-317;0.0
546;204393;Frei Anastacio Ribeiro;PT;0;2275537-102;0.0
1315;160575;Erika Kokay;PT;0;531331-317;1.0
1268;73433;Arlindo Chinaglia;PT;0;531331-317;1.0
1435;204503;Alexandre Padilha;PT;0;531331-317;1.0
519;188097;Merlong Solano;PT;0;2275537-102;0.0
825;204555;José Ricardo;PT;0;2165194-130;1.0
484;171617;Paulão;PT;0;2275537-102;0.0
802;204503;Alexandre Padilha;PT;0;2165194-130;1.0
616;204559;Zé Neto;PT;0;2275537-102;0.0
614;204555;José Ricardo;PT;0;2275537-102;0.0
757;204393;Frei Anastacio Ribeiro;PT;0;2165194-130;1.0
1247;204555;José Ricardo;PT;0;2210757-93;1.0
490;178866;Luizianne Lins;PT;0;2275537-102;0.0
1249;204559;Zé Neto;PT;0;2210757-93;1.0
1038;204559;Zé Neto;PT;0;2210757-104;1.0
491;178873;Helder Salomão;PT;0;2275537-102;0.0
493;178889;Zé Carlos;PT;0;2275537-102;0.0
1363;188097;Merlong Solano;PT;0;531331-317;1.0
1036;204555;José Ricardo;PT;0;2210757-104;1.0
500;178925;Rejane Dias;PT;0;2275537-102;0.0
1013;204503;Alexandre Padilha;PT;0;2210757-104;1.0
1259;209189;Joseildo Ramos;PT;0;2210757-93;1.0
827;204559;Zé Neto;PT;0;2165194-130;1.0
591;204503;Alexandre Padilha;PT;0;2275537-102;0.0
1318;160610;Valmir Assunção;PT;0;531331-317;0.0
438;74283;Vicentinho;PT;0;2275537-102;0.0
435;74160;Patrus Ananias;PT;0;2275537-102;0.0
1529;160610;Valmir Assunção;PT;0;531331-284;0.0
1528;160592;Zeca Dirceu;PT;0;531331-284;0.0
351;204428;Marília Arraes;PT;0;2275537-117;0.0
1133;178925;Rejane Dias;PT;0;2210757-93;1.0
1526;160575;Erika Kokay;PT;0;531331-284;0.0
1059;73482;Henrique Fontana;PT;0;2210757-93;1.0
711;178925;Rejane Dias;PT;0;2165194-130;1.0
350;204426;Carlos Veras;PT;0;2275537-117;0.0
1524;160569;Waldenor Pereira;PT;0;531331-284;0.0
1521;160535;Marcon;PT;0;531331-284;0.0
1299;141464;José Airton Félix Cirilo;PT;0;531331-317;1.0
1517;160508;Afonso Florence;PT;0;531331-284;0.0
1057;73433;Arlindo Chinaglia;PT;0;2210757-93;1.0
704;178889;Zé Carlos;PT;0;2165194-130;1.0
787;204467;Professora Rosa Neide;PT;0;2165194-130;1.0
702;178873;Helder Salomão;PT;0;2165194-130;1.0
1522;160556;Padre João;PT;0;531331-284;0.0
772;204426;Carlos Veras;PT;0;2165194-130;1.0
1063;73701;Benedita da Silva;PT;0;2210757-93;1.0
730;188097;Merlong Solano;PT;0;2165194-130;1.0
983;204426;Carlos Veras;PT;0;2210757-104;1.0
335;204393;Frei Anastacio Ribeiro;PT;0;2275537-117;0.0
1106;160592;Zeca Dirceu;PT;0;2210757-93;1.0
1548;178889;Zé Carlos;PT;0;531331-284;0.0
1102;160569;Waldenor Pereira;PT;0;2210757-93;1.0
984;204428;Marília Arraes;PT;0;2210757-104;1.0
1107;160610;Valmir Assunção;PT;0;2210757-93;1.0
1546;178873;Helder Salomão;PT;0;531331-284;0.0
744;204370;Célio Moura;PT;0;2165194-130;1.0
1545;178866;Luizianne Lins;PT;0;531331-284;0.0
1117;171617;Paulão;PT;0;2210757-93;1.0
773;204428;Marília Arraes;PT;0;2165194-130;1.0
1123;178866;Luizianne Lins;PT;0;2210757-93;1.0
1124;178873;Helder Salomão;PT;0;2210757-93;1.0
846;73433;Arlindo Chinaglia;PT;0;2210757-104;1.0
1539;171617;Paulão;PT;0;531331-284;0.0
1126;178889;Zé Carlos;PT;0;2210757-93;1.0
1511;141470;José Guimarães;PT;0;531331-284;0.0
1510;141464;José Airton Félix Cirilo;PT;0;531331-284;0.0
365;204467;Professora Rosa Neide;PT;0;2275537-117;0.0
701;178866;Luizianne Lins;PT;0;2165194-130;1.0
1470;209189;Joseildo Ramos;PT;0;531331-317;1.0
677;160535;Marcon;PT;0;2165194-130;1.0
405;204559;Zé Neto;PT;0;2275537-117;0.0
1166;204370;Célio Moura;PT;0;2210757-93;1.0
1099;160535;Marcon;PT;0;2210757-93;1.0
1089;141470;José Guimarães;PT;0;2210757-93;1.0
1460;204559;Zé Neto;PT;0;531331-317;1.0
1458;204555;José Ricardo;PT;0;531331-317;1.0
673;160508;Afonso Florence;PT;0;2165194-130;1.0
667;141470;José Guimarães;PT;0;2165194-130;1.0
998;204467;Professora Rosa Neide;PT;0;2210757-104;1.0
415;209189;Joseildo Ramos;PT;0;2275537-117;0.0
837;209189;Joseildo Ramos;PT;0;2165194-130;1.0
424;73433;Arlindo Chinaglia;PT;0;2275537-102;0.0
426;73482;Henrique Fontana;PT;0;2275537-102;0.0
1179;204393;Frei Anastacio Ribeiro;PT;0;2210757-93;1.0
430;73701;Benedita da Silva;PT;0;2275537-102;0.0
403;204555;José Ricardo;PT;0;2275537-117;0.0
1083;132504;Enio Verri;PT;0;2210757-93;1.0
678;160556;Padre João;PT;0;2165194-130;1.0
682;160575;Erika Kokay;PT;0;2165194-130;1.0
1505;132504;Enio Verri;PT;0;531331-284;0.0
695;171617;Paulão;PT;0;2165194-130;1.0
1068;74160;Patrus Ananias;PT;0;2210757-93;1.0
1306;160508;Afonso Florence;PT;0;531331-317;1.0
1152;188097;Merlong Solano;PT;0;2210757-93;1.0
372;204480;Rogério Correia;PT;0;2275537-117;0.0
1495;74376;Vander Loubet;PT;0;531331-284;0.0
794;204480;Rogério Correia;PT;0;2165194-130;1.0
1493;74283;Vicentinho;PT;0;531331-284;0.0
561;204426;Carlos Veras;PT;0;2275537-102;0.0
685;160610;Valmir Assunção;PT;0;2165194-130;1.0
1490;74160;Patrus Ananias;PT;0;531331-284;0.0
380;204503;Alexandre Padilha;PT;0;2275537-117;0.0
684;160592;Zeca Dirceu;PT;0;2165194-130;1.0
1481;73482;Henrique Fontana;PT;0;531331-284;0.0
1100;160556;Padre João;PT;0;2210757-93;1.0
1479;73433;Arlindo Chinaglia;PT;0;531331-284;0.0
680;160569;Waldenor Pereira;PT;0;2165194-130;1.0
1317;160592;Zeca Dirceu;PT;0;531331-317;0.0
1710;75431;Maurício Dziedricki;PTB;0;2166595-59;1.0
233;75431;Maurício Dziedricki;PTB;0;2275537-117;1.0
655;75431;Maurício Dziedricki;PTB;0;2165194-130;1.0
444;75431;Maurício Dziedricki;PTB;0;2275537-102;0.0
866;75431;Maurício Dziedricki;PTB;0;2210757-104;1.0
1499;75431;Maurício Dziedricki;PTB;0;531331-284;1.0
1077;75431;Maurício Dziedricki;PTB;0;2210757-93;1.0
1288;75431;Maurício Dziedricki;PTB;0;531331-317;1.0
22;75431;Maurício Dziedricki;PTB;0;2293449-187;1.0
118;204383;Professor Israel Batista;PV;1;2293449-187;0.0
1806;204383;Professor Israel Batista;PV;1;2166595-59;1.0
1173;204383;Professor Israel Batista;PV;1;2210757-93;1.0
751;204383;Professor Israel Batista;PV;1;2165194-130;1.0
540;204383;Professor Israel Batista;PV;1;2275537-102;1.0
962;204383;Professor Israel Batista;PV;1;2210757-104;1.0
329;204383;Professor Israel Batista;PV;1;2275537-117;1.0
1384;204383;Professor Israel Batista;PV;1;531331-317;1.0
1595;204383;Professor Israel Batista;PV;1;531331-284;0.0
1168;204373;Hélio Costa;REPUBLICANOS;1;2210757-93;1.0
1167;204372;Julio Cesar Ribeiro;REPUBLICANOS;0;2210757-93;1.0
1466;205550;Jorge Braz;REPUBLICANOS;0;531331-317;1.0
1822;204418;Luizão Goulart;REPUBLICANOS;0;2166595-59;1.0
767;204418;Luizão Goulart;REPUBLICANOS;0;2165194-130;1.0
560;204425;Silvio Costa Filho;REPUBLICANOS;0;2275537-102;0.0
1464;204575;Gil Cutrim;REPUBLICANOS;0;531331-317;1.0
1615;204425;Silvio Costa Filho;REPUBLICANOS;0;531331-284;0.0
1826;204425;Silvio Costa Filho;REPUBLICANOS;0;2166595-59;1.0
398;204540;Maria Rosas;REPUBLICANOS;0;2275537-117;0.0
1613;204422;Ossesio Silva;REPUBLICANOS;0;531331-284;0.0
1611;204418;Luizão Goulart;REPUBLICANOS;0;531331-284;0.0
1824;204422;Ossesio Silva;REPUBLICANOS;0;2166595-59;1.0
911;178862;Tia Eron;REPUBLICANOS;0;2210757-104;1.0
409;204575;Gil Cutrim;REPUBLICANOS;0;2275537-117;0.0
1157;204356;Amaro Neto;REPUBLICANOS;0;2210757-93;1.0
411;205550;Jorge Braz;REPUBLICANOS;0;2275537-117;0.0
25;109429;Benes Leocádio;REPUBLICANOS;0;2293449-187;1.0
669;141555;Vinicius Carvalho;REPUBLICANOS;0;2165194-130;1.0
1453;204540;Maria Rosas;REPUBLICANOS;0;531331-317;1.0
84;178962;Carlos Gomes;REPUBLICANOS;0;2293449-187;1.0
869;109429;Benes Leocádio;REPUBLICANOS;0;2210757-104;1.0
439;74366;João Campos;REPUBLICANOS;0;2275537-102;0.0
1888;205550;Jorge Braz;REPUBLICANOS;0;2166595-59;1.0
247;141555;Vinicius Carvalho;REPUBLICANOS;0;2275537-117;0.0
447;109429;Benes Leocádio;REPUBLICANOS;0;2275537-102;0.0
658;109429;Benes Leocádio;REPUBLICANOS;0;2165194-130;1.0
1189;204418;Luizão Goulart;REPUBLICANOS;0;2210757-93;1.0
928;178962;Carlos Gomes;REPUBLICANOS;0;2210757-104;1.0
1072;74366;João Campos;REPUBLICANOS;0;2210757-93;1.0
1080;109429;Benes Leocádio;REPUBLICANOS;0;2210757-93;1.0
1191;204422;Ossesio Silva;REPUBLICANOS;0;2210757-93;1.0
324;204373;Hélio Costa;REPUBLICANOS;1;2275537-117;1.0
323;204372;Julio Cesar Ribeiro;REPUBLICANOS;0;2275537-117;0.0
1561;178962;Carlos Gomes;REPUBLICANOS;0;531331-284;0.0
746;204373;Hélio Costa;REPUBLICANOS;1;2165194-130;1.0
745;204372;Julio Cesar Ribeiro;REPUBLICANOS;0;2165194-130;1.0
980;204422;Ossesio Silva;REPUBLICANOS;0;2210757-104;1.0
1544;178862;Tia Eron;REPUBLICANOS;0;531331-284;0.0
735;204356;Amaro Neto;REPUBLICANOS;0;2165194-130;1.0
1122;178862;Tia Eron;REPUBLICANOS;0;2210757-93;1.0
978;204418;Luizão Goulart;REPUBLICANOS;0;2210757-104;1.0
313;204356;Amaro Neto;REPUBLICANOS;0;2275537-117;0.0
345;204418;Luizão Goulart;REPUBLICANOS;0;2275537-117;0.0
347;204422;Ossesio Silva;REPUBLICANOS;0;2275537-117;0.0
349;204425;Silvio Costa Filho;REPUBLICANOS;0;2275537-117;0.0
717;178962;Carlos Gomes;REPUBLICANOS;0;2165194-130;1.0
1579;204356;Amaro Neto;REPUBLICANOS;0;531331-284;0.0
295;178962;Carlos Gomes;REPUBLICANOS;0;2275537-117;0.0
36;141555;Vinicius Carvalho;REPUBLICANOS;0;2293449-187;1.0
771;204425;Silvio Costa Filho;REPUBLICANOS;0;2165194-130;1.0
769;204422;Ossesio Silva;REPUBLICANOS;0;2165194-130;1.0
1139;178962;Carlos Gomes;REPUBLICANOS;0;2210757-93;1.0
1589;204372;Julio Cesar Ribeiro;REPUBLICANOS;0;531331-284;0.0
1590;204373;Hélio Costa;REPUBLICANOS;1;531331-284;0.0
1513;141555;Vinicius Carvalho;REPUBLICANOS;0;531331-284;0.0
700;178862;Tia Eron;REPUBLICANOS;0;2165194-130;1.0
861;74366;João Campos;REPUBLICANOS;0;2210757-104;1.0
1502;109429;Benes Leocádio;REPUBLICANOS;0;531331-284;0.0
278;178862;Tia Eron;REPUBLICANOS;0;2275537-117;0.0
1494;74366;João Campos;REPUBLICANOS;0;531331-284;0.0
67;178862;Tia Eron;REPUBLICANOS;0;2293449-187;1.0
1801;204373;Hélio Costa;REPUBLICANOS;1;2166595-59;1.0
1193;204425;Silvio Costa Filho;REPUBLICANOS;0;2210757-93;1.0
1302;141555;Vinicius Carvalho;REPUBLICANOS;0;531331-317;1.0
609;204540;Maria Rosas;REPUBLICANOS;0;2275537-102;0.0
198;204575;Gil Cutrim;REPUBLICANOS;0;2293449-187;1.0
1253;204575;Gil Cutrim;REPUBLICANOS;0;2210757-93;1.0
134;204418;Luizão Goulart;REPUBLICANOS;0;2293449-187;1.0
1255;205550;Jorge Braz;REPUBLICANOS;0;2210757-93;1.0
831;204575;Gil Cutrim;REPUBLICANOS;0;2165194-130;1.0
946;204356;Amaro Neto;REPUBLICANOS;0;2210757-104;1.0
506;178962;Carlos Gomes;REPUBLICANOS;0;2275537-102;0.0
1350;178962;Carlos Gomes;REPUBLICANOS;0;531331-317;1.0
1755;178862;Tia Eron;REPUBLICANOS;0;2166595-59;1.0
136;204422;Ossesio Silva;REPUBLICANOS;0;2293449-187;1.0
187;204540;Maria Rosas;REPUBLICANOS;0;2293449-187;1.0
138;204425;Silvio Costa Filho;REPUBLICANOS;0;2293449-187;1.0
1800;204372;Julio Cesar Ribeiro;REPUBLICANOS;0;2166595-59;1.0
524;204356;Amaro Neto;REPUBLICANOS;0;2275537-102;0.0
1705;74366;João Campos;REPUBLICANOS;0;2166595-59;1.0
1333;178862;Tia Eron;REPUBLICANOS;0;531331-317;1.0
535;204373;Hélio Costa;REPUBLICANOS;1;2275537-102;1.0
1031;204540;Maria Rosas;REPUBLICANOS;0;2210757-104;1.0
820;204540;Maria Rosas;REPUBLICANOS;0;2165194-130;1.0
1283;74366;João Campos;REPUBLICANOS;0;531331-317;1.0
1713;109429;Benes Leocádio;REPUBLICANOS;0;2166595-59;1.0
17;74366;João Campos;REPUBLICANOS;0;2293449-187;1.0
1291;109429;Benes Leocádio;REPUBLICANOS;0;531331-317;1.0
556;204418;Luizão Goulart;REPUBLICANOS;0;2275537-102;0.0
1724;141555;Vinicius Carvalho;REPUBLICANOS;0;2166595-59;1.0
558;204422;Ossesio Silva;REPUBLICANOS;0;2275537-102;0.0
1091;141555;Vinicius Carvalho;REPUBLICANOS;0;2210757-93;1.0
534;204372;Julio Cesar Ribeiro;REPUBLICANOS;0;2275537-102;0.0
1368;204356;Amaro Neto;REPUBLICANOS;0;531331-317;1.0
880;141555;Vinicius Carvalho;REPUBLICANOS;0;2210757-104;1.0
1242;204540;Maria Rosas;REPUBLICANOS;0;2210757-93;1.0
458;141555;Vinicius Carvalho;REPUBLICANOS;0;2275537-102;0.0
1875;204540;Maria Rosas;REPUBLICANOS;0;2166595-59;1.0
236;109429;Benes Leocádio;REPUBLICANOS;0;2275537-117;0.0
1404;204425;Silvio Costa Filho;REPUBLICANOS;0;531331-317;1.0
102;204356;Amaro Neto;REPUBLICANOS;0;2293449-187;1.0
650;74366;João Campos;REPUBLICANOS;0;2165194-130;1.0
1402;204422;Ossesio Silva;REPUBLICANOS;0;531331-317;1.0
1790;204356;Amaro Neto;REPUBLICANOS;0;2166595-59;1.0
228;74366;João Campos;REPUBLICANOS;0;2275537-117;0.0
1400;204418;Luizão Goulart;REPUBLICANOS;0;531331-317;1.0
1886;204575;Gil Cutrim;REPUBLICANOS;0;2166595-59;1.0
1664;204540;Maria Rosas;REPUBLICANOS;0;531331-284;0.0
200;205550;Jorge Braz;REPUBLICANOS;0;2293449-187;1.0
1379;204373;Hélio Costa;REPUBLICANOS;1;531331-317;1.0
620;204575;Gil Cutrim;REPUBLICANOS;0;2275537-102;0.0
489;178862;Tia Eron;REPUBLICANOS;0;2275537-102;0.0
956;204372;Julio Cesar Ribeiro;REPUBLICANOS;0;2210757-104;1.0
833;205550;Jorge Braz;REPUBLICANOS;0;2165194-130;1.0
1772;178962;Carlos Gomes;REPUBLICANOS;0;2166595-59;1.0
957;204373;Hélio Costa;REPUBLICANOS;1;2210757-104;1.0
1044;205550;Jorge Braz;REPUBLICANOS;0;2210757-104;1.0
1677;205550;Jorge Braz;REPUBLICANOS;0;531331-284;0.0
982;204425;Silvio Costa Filho;REPUBLICANOS;0;2210757-104;1.0
1378;204372;Julio Cesar Ribeiro;REPUBLICANOS;0;531331-317;1.0
1675;204575;Gil Cutrim;REPUBLICANOS;0;531331-284;0.0
1042;204575;Gil Cutrim;REPUBLICANOS;0;2210757-104;1.0
113;204373;Hélio Costa;REPUBLICANOS;1;2293449-187;1.0
112;204372;Julio Cesar Ribeiro;REPUBLICANOS;0;2293449-187;1.0
622;205550;Jorge Braz;REPUBLICANOS;0;2275537-102;0.0
1092;143084;Tiago Dimas;SOLIDARIEDADE;1;2210757-93;1.0
37;143084;Tiago Dimas;SOLIDARIEDADE;1;2293449-187;1.0
1096;160512;Aureo Ribeiro;SOLIDARIEDADE;0;2210757-93;1.0
774;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;2165194-130;1.0
1307;160512;Aureo Ribeiro;SOLIDARIEDADE;0;531331-317;1.0
1109;160632;Zé Silva;SOLIDARIEDADE;0;2210757-93;1.0
985;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;2210757-104;1.0
1531;160632;Zé Silva;SOLIDARIEDADE;0;531331-284;0.0
352;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;2275537-117;0.0
1518;160512;Aureo Ribeiro;SOLIDARIEDADE;0;531331-284;0.0
1514;143084;Tiago Dimas;SOLIDARIEDADE;1;531331-284;0.0
265;160632;Zé Silva;SOLIDARIEDADE;0;2275537-117;0.0
1618;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;531331-284;0.0
252;160512;Aureo Ribeiro;SOLIDARIEDADE;0;2275537-117;0.0
248;143084;Tiago Dimas;SOLIDARIEDADE;1;2275537-117;0.0
1407;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;531331-317;1.0
463;160512;Aureo Ribeiro;SOLIDARIEDADE;0;2275537-102;0.0
476;160632;Zé Silva;SOLIDARIEDADE;0;2275537-102;0.0
1320;160632;Zé Silva;SOLIDARIEDADE;0;531331-317;1.0
41;160512;Aureo Ribeiro;SOLIDARIEDADE;0;2293449-187;1.0
1725;143084;Tiago Dimas;SOLIDARIEDADE;1;2166595-59;1.0
1303;143084;Tiago Dimas;SOLIDARIEDADE;1;531331-317;1.0
563;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;2275537-102;0.0
1742;160632;Zé Silva;SOLIDARIEDADE;0;2166595-59;1.0
141;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;2293449-187;1.0
881;143084;Tiago Dimas;SOLIDARIEDADE;1;2210757-104;1.0
885;160512;Aureo Ribeiro;SOLIDARIEDADE;0;2210757-104;1.0
1196;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;2210757-93;1.0
670;143084;Tiago Dimas;SOLIDARIEDADE;1;2165194-130;1.0
898;160632;Zé Silva;SOLIDARIEDADE;0;2210757-104;1.0
674;160512;Aureo Ribeiro;SOLIDARIEDADE;0;2165194-130;1.0
1829;204434;Dra. Vanda Milani;SOLIDARIEDADE;0;2166595-59;1.0
687;160632;Zé Silva;SOLIDARIEDADE;0;2165194-130;1.0
54;160632;Zé Silva;SOLIDARIEDADE;0;2293449-187;1.0
1729;160512;Aureo Ribeiro;SOLIDARIEDADE;0;2166595-59;1.0
459;143084;Tiago Dimas;SOLIDARIEDADE;1;2275537-102;1.0
